stage,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way ,extraversion,independ,selfcontrol,anxiety,novator
0,f,30.40033257,Retail,HR,advert,no,f,grey,bus,6.2,4.1,4.1,6.3,7.5,
1,f,24,etc,HR,empjs,my head,f,white,bus,8.6,4.8,4.1,6.3,5.2,
1,f,29,manufacture,HR,empjs,no,m,white,car,6.2,6.2,4.9,4.8,7.5,
0,m,27,etc,Sales,youjs,yes,m,grey,bus,10,2.6,4.1,5.6,9,
1,m,30,Retail,Sales,KA,no,m,white,car,6.2,7.6,4.9,4.8,8.3,
1,f,39, HoReCa,HR,youjs,no,m,white,foot,3.8,6.9,5.7,5.6,3.7,
1,f,26,Telecom,IT,youjs,my head,m,grey,bus,7,4.1,2.6,8.7,9,
0,m,40,State,Consult,KA,no,m,grey,foot,7,6.2,4.1,6.3,9,
0,f,28,Building,HR,empjs,my head,m,white,bus,7,6.9,2.6,4,5.2,
0,f,39,transport,HR,youjs,no,f,white,bus,4.6,4.1,4.9,5.6,3.7,
0,f,39,transport,HR,youjs,no,f,white,bus,6.2,4.8,5.7,4,2.9,
0,f,24,Retail,HR,friends,my head,f,white,bus,5.4,4.8,4.9,7.1,6.7,
0,f,24,Retail,HR,friends,my head,f,white,bus,4.6,1.9,8,6.3,6,
0,f,34,etc,etc,empjs,my head,f,white,car,6.2,1,7.2,4.8,6,
0,f,23,transport,HR,youjs,my head,f,white,bus,4.6,7.6,8,5.6,2.1,
0,m,28,IT,HR,youjs,no,m,white,bus,2.2,5.5,7.2,4.8,3.7,
0,f,30,transport,HR,youjs,no,m,white,bus,6.2,6.2,6.4,3.3,4.4,
1,f,34,State,Teaching,referal,no,f,white,bus,7.8,7.6,3.3,2.5,7.5,
1,f,32,transport,HR,rabrecNErab,my head,m,white,bus,6.2,4.8,2.6,5.6,9.8,
0,f,20,Telecom,HR,recNErab,yes,f,white,foot,3.8,6.9,5.7,6.3,6.7,
0,f,25,Consult,HR,empjs,no,f,white,bus,7,4.1,5.7,5.6,8.3,
1,f,23,etc,HR,rabrecNErab,yes,m,white,bus,7,4.8,7.2,4.8,4.4,
1,f,25,State,Consult,rabrecNErab,yes,f,white,bus,7,4.1,5.7,6.3,7.5,
1,f,25,Retail,IT,empjs,no,f,grey,bus,7,2.6,6.4,7.9,5.2,
0,f,37,IT,HR,empjs,my head,f,white,bus,5.4,6.9,5.7,5.6,6.7,
0,m,36,transport,etc,empjs,no,m,grey,bus,3.8,8.4,5.7,6.3,6,
0,f,23,PowerGeneration,HR,rabrecNErab,no,m,white,bus,7,5.5,4.1,4.8,6,
0,f,26,State,HR,youjs,no,m,white,bus,7.8,6.2,3.3,7.1,6.7,
1,f,32,Consult,HR,friends,no,f,white,car,6.2,6.2,7.2,3.3,2.9,
0,f,23,Retail,HR,rabrecNErab,no,m,white,car,5.4,5.5,5.7,4.8,9.8,
0,f,45,transport,HR,recNErab,no,f,white,car,4.6,4.8,4.9,8.7,5.2,
1,f,25,Consult,HR,empjs,my head,f,grey,bus,7,4.8,5.7,4.8,5.2,
0,f,38,Retail,HR,friends,no,m,white,bus,7.8,7.6,2.6,5.6,7.5,
0,f,20,Telecom,HR,referal,my head,f,white,bus,9.4,6.9,2.6,3.3,7.5,
1,f,34,Retail,HR,empjs,no,m,white,car,7.8,4.1,2.6,4.8,4.4,
0,f,24,IT,HR,empjs,no,m,white,bus,6.2,6.2,4.9,3.3,4.4,
0,f,38,Retail,BusinessDevelopment,youjs,no,m,white,car,7,4.8,4.1,7.1,9,
0,f,33,Pharma,HR,rabrecNErab,no,m,white,bus,5.4,6.9,4.1,4.8,6,
1,m,25,Retail,IT,referal,no,m,white,car,2.2,7.6,5.7,7.9,6,
0,f,32,manufacture,HR,KA,no,m,white,car,6.2,6.9,5.7,4.8,8.3,
1,f,36,manufacture,Sales,KA,no,m,grey,car,8.6,4.8,1.8,7.1,8.3,
1,f,32,etc,HR,youjs,my head,f,white,bus,5.4,6.9,7.2,7.9,6.7,
1,f,25,Consult,HR,youjs,my head,f,white,bus,6.2,6.2,5.7,3.3,6.7,
0,m,37,manufacture,etc,youjs,no,m,white,bus,3,8.4,5.7,5.6,6.7,
1,f,26,Consult,BusinessDevelopment,empjs,my head,m,white,bus,9.4,6.9,3.3,3.3,6,
0,m,32,Retail,HR,youjs,no,m,white,bus,4.6,2.6,6.4,8.7,6,
0,f,25,etc,HR,KA,my head,m,white,foot,7.8,4.1,6.4,4,3.7,
1,f,37,IT,HR,empjs,yes,f,white,bus,6.2,6.9,5.7,6.3,5.2,
1,f,25,transport,HR,referal,my head,f,white,car,4.6,6.9,4.9,4,6,
0,f,25,Pharma,HR,friends,my head,f,white,bus,10,1.9,2.6,7.1,9.8,
0,f,56,Retail,HR,empjs,no,m,white,bus,4.6,6.2,4.9,5.6,6.7,
1,m,24,State,Teaching,rabrecNErab,no,f,white,bus,6.2,4.1,5.7,5.6,3.7,
0,f,32,IT,HR,rabrecNErab,no,f,white,bus,4.6,7.6,4.1,4.8,6,
0,f,24,Retail,HR,KA,no,f,white,bus,7,4.8,2.6,5.6,8.3,
0,f,24,Pharma,HR,youjs,yes,f,white,bus,5.4,6.9,5.7,5.6,4.4,
0,f,24,manufacture,HR,youjs,no,m,white,bus,3.8,7.6,8,4.8,2.9,
0,m,31,Banks,HR,youjs,no,f,white,car,5.4,4.8,8.7,5.6,4.4,
0,f,27,Building,HR,empjs,no,m,white,bus,8.6,5.5,4.9,3.3,3.7,
0,f,37,manufacture,HR,KA,no,m,white,foot,6.2,6.9,3.3,7.1,6.7,
1,f,38,Retail,HR,rabrecNErab,no,m,white,car,1.4,4.1,7.2,6.3,7.5,
0,f,35,Consult,HR,friends,my head,f,white,foot,7,6.2,7.2,2.5,5.2,
0,f,35,Consult,HR,friends,my head,f,white,foot,8.6,6.9,5.7,3.3,4.4,
0,m,29,PowerGeneration,HR,friends,no,f,white,bus,7,5.5,8,5.6,8.3,
0,m,25,Retail,Marketing,youjs,no,f,white,car,6.2,2.6,5.7,5.6,6.7,
1,f,26,Consult,HR,youjs,my head,f,white,bus,8.6,4.1,4.9,5.6,5.2,
0,f,27,manufacture,HR,referal,no,f,white,car,5.4,9.1,3.3,4.8,6,
1,f,34,Retail,HR,youjs,no,f,white,bus,7,1.9,9.5,5.6,6,
1,f,34,Retail,HR,youjs,no,f,white,bus,6.2,2.6,8.7,6.3,6,
1,f,34,Retail,HR,youjs,no,f,white,bus,5.4,2.6,10,3.3,3.7,
1,f,34,Retail,HR,youjs,no,f,white,bus,4.6,5.5,10,2.5,5.2,
0,f,35, HoReCa,HR,youjs,no,f,white,bus,5.4,5.5,7.2,5.6,2.9,
1,f,36,PowerGeneration,Accounting,empjs,no,f,white,bus,7.8,1.9,4.1,7.1,9,
0,f,46,etc,Marketing,friends,no,m,white,bus,4.6,8.4,4.9,7.9,6,
1,f,32,Building,HR,rabrecNErab,my head,m,white,car,7.8,5.5,4.9,6.3,9,
0,f,38,Retail,HR,youjs,no,f,white,foot,7,1.9,9.5,5.6,6,
0,f,38,Retail,HR,youjs,no,f,white,foot,6.2,2.6,8.7,6.3,6,
0,f,38,Retail,HR,youjs,no,f,white,foot,5.4,2.6,10,3.3,3.7,
0,f,38,Retail,HR,youjs,no,f,white,foot,4.6,5.5,10,2.5,5.2,
0,f,25,etc,HR,youjs,no,f,white,bus,6.2,6.2,3.3,6.3,6.7,
1,f,23,Retail,HR,youjs,no,f,white,bus,7,5.5,3.3,4.8,6.7,
0,f,31,Retail,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,3.3,2.9,
0,f,31,Retail,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,4.8,3.7,
0,f,40,etc,HR,youjs,no,f,white,foot,3.8,8.4,8,4,4.4,
0,f,40,etc,HR,youjs,no,f,white,foot,4.6,9.1,4.9,3.3,2.9,
0,m,40,IT,Sales,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3,
0,m,26,Building,HR,friends,my head,m,white,car,4.6,6.9,4.9,5.6,6.7,
0,m,23,Retail,HR,empjs,no,f,white,car,4.6,6.2,8,7.1,5.2,
0,m,23,Retail,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6,
1,m,37,IT,IT,rabrecNErab,no,m,white,bus,7.8,4.8,2.6,5.6,9.8,
0,f,34,Banks,HR,youjs,no,f,white,bus,3.8,6.9,7.2,5.6,5.2,
1,f,29,Banks,HR,youjs,my head,f,white,bus,4.6,4.1,6.4,4.8,4.4,
1,f,27,Retail,HR,youjs,my head,m,white,car,6.2,6.9,4.1,5.6,6,
0,f,31,Consult,Marketing,rabrecNErab,no,m,white,foot,5.4,5.5,3.3,7.9,8.3,
1,m,18,Retail,Sales,referal,my head,m,white,bus,7.8,5.5,2.6,7.1,7.5,
0,f,31, HoReCa,HR,rabrecNErab,no,f,white,car,7,4.8,6.4,4,6.7,
0,f,27,Retail,HR,empjs,my head,m,white,bus,5.4,7.6,6.4,4,4.4,
0,f,35,etc,HR,rabrecNErab,no,f,white,bus,5.4,6.9,7.2,7.9,6.7,
0,f,39,manufacture,HR,rabrecNErab,my head,f,white,bus,3,7.6,9.5,3.3,4.4,
0,f,39,manufacture,HR,rabrecNErab,my head,f,white,bus,3,7.6,8,4,1.3,
0,f,27,PowerGeneration,HR,youjs,no,m,white,bus,3,2.6,6.4,7.1,7.5,
0,f,27,PowerGeneration,HR,youjs,no,m,white,bus,3,5.5,4.1,7.1,8.3,
1,f,37,Retail,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3,
1,f,37,Retail,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5,
1,f,37,Retail,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3,
1,f,37,Retail,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5,
0,f,36,IT,HR,youjs,my head,f,white,bus,5.4,6.9,5.7,5.6,6.7,
0,f,31,IT,HR,friends,my head,f,white,bus,6.2,6.2,5.7,3.3,6.7,
0,f,23,Retail,HR,empjs,my head,f,white,bus,6.2,4.1,8,4,4.4,
0,f,31,manufacture,HR,friends,my head,f,white,bus,1.4,7.6,8,5.6,1,
0,m,22,etc,HR,youjs,no,f,white,bus,8.6,2.6,6.4,6.3,6.7,
1,m,30,Retail,Finanñe,friends,no,f,white,bus,8.6,2.6,4.9,7.1,7.5,
0,f,45,Retail,HR,friends,no,f,white,foot,3.8,6.9,8,6.3,5.2,
0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6,
0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,
1,f,33,Banks,HR,empjs,no,f,white,bus,7,6.2,1,9.4,7.5,
1,f,18,Banks,HR,rabrecNErab,my head,f,white,bus,6.2,6.2,4.1,2.5,5.2,
1,f,36,PowerGeneration,HR,youjs,my head,m,white,bus,6.2,5.5,5.7,5.6,6.7,
0,f,41,Retail,HR,youjs,no,m,grey,bus,7.8,7.6,4.1,1.7,5.2,
1,f,29,Banks,HR,friends,no,f,white,bus,6.2,5.5,4.9,5.6,9.8,
0,f,50,Pharma,BusinessDevelopment,youjs,no,m,grey,car,4.6,6.2,8,4.8,5.2,
0,f,34, HoReCa,HR,youjs,no,f,white,car,6.2,4.1,7.2,4.8,1,
1,m,38,Retail,Commercial,KA,yes,m,white,car,7.8,9.1,2.6,4,9,
0,f,25,IT,HR,youjs,no,m,white,bus,6.2,6.9,2.6,5.6,7.5,
1,f,30.40033257,State,Finanñe,referal,no,m,grey,bus,10,5.5,4.1,4,7.5,
1,m,27,Retail,Sales,youjs,my head,m,white,car,3.8,3.4,2.6,10,9,
1,f,38,Retail,Commercial,empjs,no,m,white,car,7,6.9,4.1,4,6.7,
0,f,29,Retail,HR,youjs,no,f,white,car,8.6,6.2,4.9,4.8,9,
0,f,26,Telecom,IT,youjs,my head,m,white,car,3,6.9,4.9,6.3,6,
0,f,27,manufacture,HR,empjs,no,f,white,bus,7,4.8,6.4,4.8,4.4,
0,m,43,Consult,IT,referal,no,m,white,foot,6.2,4.1,5.7,7.1,8.3,
1,m,34,Retail,Commercial,KA,no,m,white,car,3.8,3.4,7.2,8.7,7.5,
0,f,31,etc,HR,rabrecNErab,no,f,grey,bus,8.6,4.8,2.6,7.9,6.7,
0,f,27,manufacture,HR,friends,no,m,white,bus,7.8,4.8,1.8,6.3,6,
0,f,28,manufacture,HR,youjs,my head,f,white,car,7,4.8,5.7,2.5,4.4,
0,f,21,Consult,HR,friends,yes,f,grey,bus,7,6.2,4.1,4.8,6.7,
1,f,39,State,HR,friends,no,f,white,car,7,4.1,2.6,7.9,7.5,
1,f,39,State,HR,friends,no,f,white,car,7.8,6.2,2.6,5.6,6.7,
1,f,39,State,Teaching,rabrecNErab,no,m,grey,bus,2.2,6.9,8.7,6.3,5.2,
1,f,27,Retail,Sales,referal,my head,m,white,bus,8.6,7.6,1,5.6,10,
1,m,29,Retail,IT,referal,yes,m,white,car,1.4,4.1,10,4.8,1.3,
0,f,49,Telecom,HR,friends,no,m,white,car,5.4,2.6,4.1,6.3,6.7,
0,m,27,Retail,BusinessDevelopment,referal,no,m,white,car,3.8,6.2,4.1,7.9,5.2,
1,f,28,Banks,HR,youjs,no,f,white,foot,3.8,9.1,6.4,4.8,6.7,
1,f,27,Consult,Sales,rabrecNErab,my head,m,grey,bus,7,4.8,4.9,5.6,6.7,
0,m,23,Consult,HR,empjs,my head,m,white,bus,4.6,6.2,4.9,6.3,8.3,
0,m,41,IT,IT,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3,
0,m,49,PowerGeneration,IT,friends,no,m,grey,car,3,3.4,8.7,5.6,3.7,
0,m,30,IT,IT,friends,my head,m,white,bus,6.2,4.8,7.2,4.8,3.7,
0,f,21,Banks,HR,youjs,my head,f,grey,bus,4.6,6.9,7.2,7.1,1.3,
1,f,24,manufacture,HR,referal,no,f,white,bus,7.8,5.5,7.2,5.6,3.7,
1,f,34,Retail,HR,youjs,my head,m,white,car,3.8,4.8,6.4,7.9,6.7,
1,m,38,Retail,HR,rabrecNErab,no,f,white,bus,7,3.4,5.7,8.7,5.2,
0,f,32,etc,Sales,empjs,no,m,white,bus,7.8,5.5,2.6,4,7.5,
1,f,58,Retail,Accounting,youjs,no,m,white,bus,5.4,4.8,6.4,4.8,6,
0,m,29,PowerGeneration,HR,friends,no,f,white,bus,7,5.5,8,5.6,8.3,
0,m,23,IT,IT,youjs,my head,m,white,car,4.6,5.5,8.7,4.8,4.4,
0,f,36,IT,HR,recNErab,yes,m,white,bus,4.6,6.9,4.9,5.6,6,
0,f,45,State,HR,rabrecNErab,no,f,grey,bus,6.2,6.2,3.3,6.3,8.3,
0,f,45,State,HR,rabrecNErab,no,f,grey,bus,4.6,4.8,4.1,7.9,9,
1,f,28,Consult,HR,youjs,my head,m,white,bus,7,4.1,3.3,4.8,6.7,
1,f,37,Mining,HR,rabrecNErab,no,m,white,bus,4.6,4.8,8,5.6,8.3,
0,f,32,Building,HR,KA,no,m,white,bus,7.8,6.9,4.1,3.3,7.5,
0,m,37,IT,IT,rabrecNErab,my head,m,white,bus,6.2,6.9,4.1,4,8.3,
0,m,29,IT,IT,rabrecNErab,no,m,white,bus,1,5.5,10,7.1,2.9,
0,f,25,Retail,HR,youjs,my head,m,white,car,6.2,3.4,6.4,6.3,7.5,
0,m,27,Retail,IT,KA,no,m,white,bus,3.8,6.2,4.1,9.4,6.7,
0,f,42,IT,IT,KA,no,m,white,foot,1.4,7.6,8.7,4.8,5.2,
1,m,32,IT,IT,empjs,no,m,white,car,1.4,7.6,9.5,6.3,5.2,
0,m,28,Banks,IT,rabrecNErab,yes,m,white,bus,2.2,7.6,5.7,5.6,2.9,
0,m,40,State,Finanñe,rabrecNErab,no,f,white,car,4.6,7.6,5.7,6.3,7.5,
1,m,22,Building,Consult,friends,yes,m,white,bus,7,4.8,2.6,7.1,6.7,
1,m,34,IT,IT,referal,no,f,white,car,3.8,3.4,5.7,7.9,6.7,
0,m,40,IT,IT,empjs,no,m,white,car,3.8,6.2,8.7,6.3,4.4,
0,m,24,IT,IT,empjs,yes,m,white,bus,5.4,4.8,6.4,5.6,3.7,
0,m,34,IT,IT,referal,no,m,white,foot,6.2,1.2,7.2,6.3,9,
0,m,29,IT,IT,youjs,no,m,white,bus,3.8,2.6,6.4,7.9,8.3,
0,m,40,Consult,IT,friends,no,m,white,foot,3.8,4.1,7.2,8.7,6.7,
0,f,23,IT,HR,rabrecNErab,yes,m,white,bus,5.4,4.8,5.7,7.1,6.7,
1,f,36,PowerGeneration,HR,youjs,my head,m,white,bus,6.2,5.5,5.7,5.6,6.7,
1,m,35,IT,IT,referal,yes,m,white,car,6.2,7.6,4.1,6.3,6.7,
0,m,24,IT,IT,empjs,yes,m,white,car,5.4,1.9,6.4,9.4,6,
0,f,34,Retail,Accounting,rabrecNErab,no,f,white,car,4.6,3.4,8,5.6,5.2,
1,m,44,IT,Engineer,empjs,no,m,white,bus,7,7.6,6.4,6.3,6,
0,f,29,Banks,HR,friends,my head,f,white,bus,3.8,7.6,8,6.3,4.4,
0,m,34,manufacture,HR,referal,my head,f,white,bus,7.8,4.8,7.2,6.3,7.5,
0,m,28,IT,IT,empjs,my head,m,white,bus,4.6,4.8,5.7,6.3,4.4,
0,f,23,Retail,HR,youjs,no,f,white,bus,3,4.8,6.4,5.6,3.7,
0,f,37,transport,HR,youjs,no,m,white,bus,4.6,6.2,8,4.8,6,
0,m,29,Mining,HR,empjs,no,f,white,foot,2.2,7.6,6.4,9.4,6,
0,m,29,Mining,HR,empjs,no,f,white,foot,2.2,5.5,7.2,7.1,6.7,
0,m,23,Retail,Sales,empjs,my head,m,white,bus,6.2,2.6,8.7,4.8,5.2,
0,f,32,Retail,HR,youjs,no,f,white,bus,4.6,4.1,6.4,5.6,6,
0,f,29,Retail,Commercial,friends,my head,m,white,foot,4.6,4.8,7.2,6.3,2.9,
1,m,36,IT,IT,empjs,no,m,white,foot,3.8,7.6,2.6,7.9,4.4,
0,f,32,manufacture,HR,friends,no,m,grey,car,3.8,9.1,4.9,4.8,6,
1,f,26,Consult,HR,empjs,my head,m,grey,bus,7.8,6.9,4.1,4,4.4,
0,f,30,Retail,HR,referal,no,m,white,car,5.4,3.4,3.3,8.7,8.3,
0,f,30,Retail,HR,referal,no,m,white,car,6.2,6.2,7.2,3.3,3.7,
0,f,30,RealEstate,Sales,referal,my head,m,white,foot,5.4,6.9,2.6,5.6,8.3,
0,f,24,Mining,HR,advert,yes,f,white,bus,5.4,4.1,6.4,6.3,2.1,
0,m,28,IT,IT,referal,no,m,white,bus,4.6,4.8,7.2,6.3,5.2,
0,f,26,Consult,HR,empjs,no,m,white,bus,10,4.1,1,7.1,7.5,
0,f,41,manufacture,HR,friends,no,f,white,bus,7,4.8,3.3,5.6,7.5,
1,f,38,manufacture,HR,KA,my head,m,white,car,3,3.4,7.2,5.6,5.2,
1,f,24,Consult,HR,youjs,no,f,white,bus,5.4,6.9,7.2,2.5,4.4,
0,f,37,Telecom,HR,youjs,no,f,white,foot,7,4.1,6.4,5.6,8.3,
0,f,47,manufacture,HR,recNErab,no,f,white,car,5.4,7.6,4.9,4.8,6.7,
0,f,26,Retail,HR,rabrecNErab,my head,f,white,car,5.4,5.5,4.9,7.9,6.7,
0,f,46,manufacture,HR,friends,no,f,white,bus,3,4.1,6.4,5.6,5.2,
0,f,30,IT,HR,empjs,no,m,white,bus,6.2,7.6,3.3,6.3,7.5,
1,f,37,Retail,HR,rabrecNErab,no,m,white,car,7,6.2,3.3,5.6,9,
0,f,30,IT,HR,referal,my head,m,white,bus,5.4,3.4,3.3,8.7,8.3,
0,f,30,IT,HR,referal,my head,m,white,bus,6.2,6.2,7.2,3.3,3.7,
0,f,34,IT,HR,friends,no,m,white,bus,5.4,4.1,3.3,7.9,7.5,
0,f,23,Retail,HR,youjs,my head,f,white,bus,4.6,6.9,5.7,4.8,9,
1,f,35,manufacture,HR,youjs,no,m,white,car,5.4,4.1,4.1,7.1,7.5,
1,f,42,manufacture,HR,empjs,no,m,white,bus,7.8,5.5,8.7,4.8,6,
0,f,41,manufacture,HR,friends,no,m,white,bus,3,3.4,7.2,5.6,5.2,
0,f,41,Agriculture,HR,empjs,no,m,white,car,7.8,2.6,4.1,6.3,4.4,
0,f,42,IT,HR,youjs,my head,m,white,bus,7.8,5.5,2.6,6.3,8.3,
0,f,42,IT,HR,youjs,my head,m,white,bus,8.6,5.5,3.3,6.3,7.5,
0,f,42,IT,HR,youjs,my head,m,white,bus,7,6.9,4.1,5.6,7.5,
1,f,37,Retail,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3,
1,f,37,Retail,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5,
0,f,33,Retail,HR,referal,my head,m,white,car,5.4,4.1,6.4,5.6,6.7,
1,f,48,PowerGeneration,HR,empjs,no,f,white,bus,6.2,4.8,5.7,8.7,7.5,
0,f,34,Retail,Accounting,rabrecNErab,no,f,white,car,4.6,3.4,8,5.6,5.2,
0,f,23,Consult,etc,youjs,my head,m,white,foot,4.6,7.6,4.9,5.6,5.2,
1,f,21,PowerGeneration,HR,youjs,my head,f,grey,bus,3.8,6.9,8.7,4,6.7,
0,m,24,IT,IT,empjs,no,m,white,bus,3.8,4.1,4.1,8.7,6,
0,f,21,IT,HR,advert,no,m,white,bus,7,4.8,4.1,5.6,8.3,
0,f,38,Consult,HR,youjs,my head,f,white,bus,2.2,8.4,7.2,3.3,5.2,
0,f,34,Telecom,HR,youjs,yes,f,white,bus,3,6.2,8.7,5.6,7.5,
0,f,27,Pharma,HR,rabrecNErab,my head,m,white,bus,3,5.5,10,6.3,4.4,
0,f,32,Retail,Sales,youjs,no,m,white,car,7,4.1,8.7,3.3,1,
1,f,27,etc,HR,youjs,my head,f,white,bus,5.4,6.2,5.7,5.6,6.7,
1,f,31,IT,IT,youjs,my head,m,white,bus,5.4,5.5,7.2,4.8,5.2,
1,f,26,Retail,Sales,referal,my head,f,grey,bus,5.4,7.6,2.6,4.8,9,
0,m,28,IT,IT,friends,no,m,white,foot,2.2,5.5,8.7,5.6,6,
1,f,24,Retail,HR,youjs,my head,f,white,bus,6.2,4.8,7.2,4,6.7,
0,m,34,manufacture,HR,KA,no,m,white,car,5.4,4.1,8,7.1,8.3,
0,m,34,manufacture,HR,KA,no,m,white,car,3,5.5,7.2,7.9,6,
0,f,22,Retail,Commercial,referal,no,f,white,bus,7,5.5,6.4,4.8,2.9,
0,f,30,transport,HR,empjs,no,m,white,bus,3.8,3.4,7.2,7.9,2.9,
0,f,27,Consult,Consult,advert,no,m,white,bus,6.2,3.4,5.7,4.8,8.3,
0,f,30,State,HR,rabrecNErab,my head,f,white,bus,5.4,9.8,3.3,5.6,6.7,
1,f,42,transport,HR,empjs,no,m,white,bus,5.4,4.8,4.1,4.8,6,
0,f,24,Mining,HR,youjs,no,f,white,bus,4.6,7.6,7.2,2.5,3.7,
0,m,36,PowerGeneration,HR,rabrecNErab,no,m,white,bus,7,4.8,4.1,4,4.4,
0,f,30,IT,HR,friends,no,m,white,car,9.4,4.1,3.3,5.6,7.5,
0,f,24,Retail,HR,youjs,yes,f,white,bus,8.6,4.1,4.9,7.9,5.2,
1,f,39,Banks,HR,referal,no,m,white,car,5.4,9.1,3.3,2.5,8.3,
0,m,35,State,HR,empjs,no,f,white,bus,3.8,4.8,7.2,5.6,6.7,
0,m,39,Retail,IT,friends,my head,f,white,car,7.8,3.4,3.3,7.1,6.7,
0,m,27,Consult,HR,youjs,my head,m,white,bus,3,4.8,6.4,7.1,7.5,
0,f,27,Mining,HR,youjs,no,m,white,bus,3,5.5,7.2,4.8,6.7,
0,f,24,Retail,HR,friends,my head,f,white,bus,5.4,4.8,4.9,7.1,6.7,
0,f,24,Retail,HR,friends,my head,f,white,bus,4.6,1.9,8,6.3,6,
1,m,41,IT,Consult,empjs,no,m,white,bus,3.8,3.4,8,7.9,6,
0,f,28,IT,HR,empjs,my head,m,white,car,8.6,4.8,1,6.3,8.3,
1,m,32,Retail,Commercial,youjs,no,m,grey,car,3.8,3.4,8.7,7.9,4.4,
0,f,31,manufacture,HR,youjs,no,f,white,bus,7.8,5.5,3.3,5.6,8.3,
1,f,41,Retail,HR,empjs,no,f,white,bus,3,6.9,6.4,4.8,6,
1,f,41,Retail,HR,empjs,no,f,white,bus,2.2,6.9,8,6.3,3.7,
1,f,41,Retail,HR,empjs,no,f,white,bus,3,6.9,7.2,4.8,5.2,
0,f,43,manufacture,HR,rabrecNErab,no,m,white,car,5.4,4.8,5.7,6.3,6.7,
1,f,32,transport,PR,referal,no,f,white,car,4.6,2.6,6.4,4.8,4.4,
0,m,45,manufacture,HR,empjs,no,m,white,car,6.2,3.4,7.2,6.3,3.7,
0,m,45,manufacture,HR,empjs,no,m,white,car,7,5.5,5.7,6.3,6,
0,f,43,IT,HR,empjs,no,m,white,bus,7.8,6.2,4.1,4,8.3,
0,f,38,Retail,HR,empjs,no,m,grey,car,8.6,5.5,4.1,5.6,6.7,
0,f,38,Retail,HR,empjs,no,m,grey,car,8.6,3.4,4.1,7.1,6,
0,f,38,Retail,HR,empjs,no,m,grey,car,7.8,4.1,4.1,7.1,6.7,
0,f,46,etc,HR,empjs,no,f,white,bus,6.2,4.8,7.2,5.6,6.7,
0,f,35,etc,HR,KA,no,f,white,car,3,7.6,7.2,4.8,2.9,
0,m,38,manufacture,HR,recNErab,no,m,white,foot,6.2,4.1,6.4,6.3,5.2,
0,m,38,manufacture,HR,recNErab,no,m,white,foot,8.6,2.6,7.2,4.8,4.4,
1,f,26,manufacture,HR,referal,no,m,white,car,3,4.8,7.2,7.9,5.2,
1,f,26,manufacture,HR,referal,no,m,white,car,3,5.5,5.7,7.1,5.2,
0,f,27,Telecom,HR,youjs,no,f,white,bus,7,4.8,4.1,4.8,7.5,
0,f,27,Telecom,HR,youjs,no,f,white,bus,5.4,6.9,8,4.8,6,
0,f,43,Building,HR,friends,no,m,white,bus,6.2,6.2,4.1,5.6,6.7,
0,m,26,Telecom,HR,youjs,yes,f,white,bus,3,6.9,4.9,4.8,7.5,
0,f,25,Banks,HR,youjs,yes,f,white,bus,7,6.2,3.3,3.3,3.7,
0,f,26,transport,HR,youjs,yes,f,white,bus,5.4,2.6,7.2,7.1,5.2,
0,f,26,transport,HR,youjs,yes,f,white,bus,5.4,4.1,8.7,4.8,2.9,
0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6,
0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,
0,f,38,manufacture,HR,referal,no,m,white,car,3.8,6.9,4.9,4.8,6,
0,f,32,IT,HR,youjs,yes,m,white,bus,6.2,3.4,8,3.3,3.7,
0,f,45,etc,HR,empjs,no,f,white,car,4.6,4.8,8.7,4.8,6,
0,m,32,Retail,HR,rabrecNErab,no,f,white,bus,7.8,2.6,5.7,8.7,5.2,
0,f,35,RealEstate,HR,rabrecNErab,no,m,white,car,7.8,3.4,5.7,4,6,
1,f,24,Retail,HR,rabrecNErab,my head,f,white,bus,5.4,8.4,4.1,4.8,6,
1,f,24,Retail,HR,rabrecNErab,my head,f,white,bus,7.8,5.5,4.1,4.8,5.2,
1,m,31,Retail,BusinessDevelopment,KA,my head,m,white,car,9.4,4.8,4.1,7.1,5.2,
1,m,31,Retail,BusinessDevelopment,KA,my head,m,white,car,7.8,4.8,3.3,7.1,5.2,
0,f,24,Banks,HR,youjs,my head,f,white,bus,6.2,6.2,4.1,4.8,6,
0,m,26,Pharma,HR,referal,my head,f,white,bus,4.6,4.1,5.7,8.7,5.2,
